UID          PID    PPID     LWP  C NLWP    SZ   RSS PSR STIME TTY          TIME CMD
root           1       0       1  0    1  6353 15896   0 20:11 ?        00:00:03 /sbin/init auto automatic-ubiquity noprompt
stavros     3111    2471    3117  0    4 97663  9788   2 20:11 ?        00:00:00 /usr/libexec/goa-identity-service
stavros     3111    2471    3121  0    4 97663  9788   3 20:11 ?        00:00:00 /usr/libexec/goa-identity-service
stavros     3122    2471    3122  0    5 152805 11564  2 20:11 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
stavros     3122    2471    3152  0    5 152805 11564  2 20:11 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
stavros     3122    2471    3153  0    5 152805 11564  2 20:11 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
stavros     3122    2471    3157  0    5 152805 11564  3 20:11 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
stavros     3122    2471    3179  0    5 152805 11564  1 20:11 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
stavros     3127    2860    3127  0    4 42976  7352   2 20:11 ?        00:00:00 /usr/libexec/ibus-memconf
stavros     3127    2860    3143  0    4 42976  7352   3 20:11 ?        00:00:00 /usr/libexec/ibus-memconf
stavros     3127    2860    3144  0    4 42976  7352   0 20:11 ?        00:00:00 /usr/libexec/ibus-memconf
stavros     3127    2860    3146  0    4 42976  7352   0 20:11 ?        00:00:00 /usr/libexec/ibus-memconf
stavros     3129    2860    3129  0    5 106045 31988  3 20:11 ?        00:00:07 /usr/libexec/ibus-extension-gtk3
stavros     3129    2860    3162  0    5 106045 31988  0 20:11 ?        00:00:00 /usr/libexec/ibus-extension-gtk3
stavros     3129    2860    3163  0    5 106045 31988  1 20:11 ?        00:00:00 /usr/libexec/ibus-extension-gtk3
stavros     3129    2860    3165  0    5 106045 31988  3 20:11 ?        00:00:00 /usr/libexec/ibus-extension-gtk3
stavros     3129    2860    3167  0    5 106045 31988  3 20:11 ?        00:00:00 /usr/libexec/ibus-extension-gtk3
stavros     3135    2471    3135  0   10 223924 24704  2 20:11 ?        00:00:00 /usr/libexec/evolution-calendar-factory
stavros     3135    2471    3171  0   10 223924 24704  3 20:11 ?        00:00:00 /usr/libexec/evolution-calendar-factory
stavros     3135    2471    3172  0   10 223924 24704  3 20:11 ?        00:00:00 /usr/libexec/evolution-calendar-factory
stavros     3135    2471    3175  0   10 223924 24704  1 20:11 ?        00:00:00 /usr/libexec/evolution-calendar-factory
stavros     3135    2471    3185  0   10 223924 24704  1 20:11 ?        00:00:00 /usr/libexec/evolution-calendar-factory
stavros     3135    2471    3186  0   10 223924 24704  0 20:11 ?        00:00:00 /usr/libexec/evolution-calendar-factory
stavros     3135    2471    3189  0   10 223924 24704  0 20:11 ?        00:00:00 /usr/libexec/evolution-calendar-factory
stavros     3135    2471    3191  0   10 223924 24704  1 20:11 ?        00:00:00 /usr/libexec/evolution-calendar-factory
stavros     3135    2471    3192  0   10 223924 24704  0 20:11 ?        00:00:00 /usr/libexec/evolution-calendar-factory
stavros     3135    2471    3195  0   10 223924 24704  1 20:11 ?        00:00:00 /usr/libexec/evolution-calendar-factory
stavros     3139    2471    3139  0    4 77806  7372   0 20:11 ?        00:00:00 /usr/libexec/ibus-portal
stavros     3139    2471    3149  0    4 77806  7372   3 20:11 ?        00:00:00 /usr/libexec/ibus-portal
stavros     3139    2471    3151  0    4 77806  7372   0 20:11 ?        00:00:00 /usr/libexec/ibus-portal
stavros     3139    2471    3174  0    4 77806  7372   0 20:11 ?        00:00:00 /usr/libexec/ibus-portal
stavros     3155    2471    3155  0    4 104443 14624  0 20:11 ?        00:00:00 /usr/libexec/gsd-printer
stavros     3155    2471    3180  0    4 104443 14624  1 20:11 ?        00:00:00 /usr/libexec/gsd-printer
stavros     3155    2471    3181  0    4 104443 14624  1 20:11 ?        00:00:00 /usr/libexec/gsd-printer
stavros     3155    2471    3182  0    4 104443 14624  1 20:11 ?        00:00:00 /usr/libexec/gsd-printer
stavros     3188    2471    3188  0    4 77911  7300   2 20:11 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
stavros     3188    2471    3196  0    4 77911  7300   3 20:11 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
stavros     3188    2471    3197  0    4 77911  7300   3 20:11 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
stavros     3188    2471    3199  0    4 77911  7300   1 20:11 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
stavros     3193    2471    3193  0    7 207008 29332  2 20:11 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
stavros     3193    2471    3201  0    7 207008 29332  3 20:11 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
stavros     3193    2471    3202  0    7 207008 29332  3 20:11 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
stavros     3193    2471    3203  0    7 207008 29332  0 20:11 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
stavros     3193    2471    3207  0    7 207008 29332  2 20:11 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
stavros     3193    2471    3209  0    7 207008 29332  0 20:11 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
stavros     3193    2471    3213  0    7 207008 29332  0 20:11 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
stavros     3200    2471    3200  0    4 77667  6908   2 20:11 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
stavros     3200    2471    3205  0    4 77667  6908   3 20:11 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
stavros     3200    2471    3206  0    4 77667  6908   3 20:11 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
stavros     3200    2471    3210  0    4 77667  6908   3 20:11 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
stavros     3211    2471    3211  0    4 77631  6668   1 20:11 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
stavros     3211    2471    3216  0    4 77631  6668   3 20:11 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
stavros     3211    2471    3217  0    4 77631  6668   3 20:11 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
stavros     3211    2471    3220  0    4 77631  6668   2 20:11 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
stavros     3222    2471    3222  0    5 98128  8528   2 20:11 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
stavros     3222    2471    3223  0    5 98128  8528   2 20:11 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
stavros     3222    2471    3224  0    5 98128  8528   2 20:11 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
stavros     3222    2471    3225  0    5 98128  8528   0 20:11 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
stavros     3222    2471    3227  0    5 98128  8528   1 20:11 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
stavros     3228    2726    3228  0    1 55185 68932   3 20:11 ?        00:00:00 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.F3FZF3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients
stavros     3251    2860    3251  0    4 43007  7392   3 20:11 ?        00:00:00 /usr/libexec/ibus-engine-simple
stavros     3251    2860    3252  0    4 43007  7392   2 20:11 ?        00:00:00 /usr/libexec/ibus-engine-simple
stavros     3251    2860    3253  0    4 43007  7392   2 20:11 ?        00:00:00 /usr/libexec/ibus-engine-simple
stavros     3251    2860    3254  0    4 43007  7392   2 20:11 ?        00:00:00 /usr/libexec/ibus-engine-simple
stavros     3269    2471    3269  0    4 41330  6108   2 20:11 ?        00:00:00 /usr/libexec/dconf-service
stavros     3269    2471    3276  0    4 41330  6108   3 20:11 ?        00:00:00 /usr/libexec/dconf-service
stavros     3269    2471    3277  0    4 41330  6108   2 20:11 ?        00:00:00 /usr/libexec/dconf-service
stavros     3269    2471    3278  0    4 41330  6108   3 20:11 ?        00:00:00 /usr/libexec/dconf-service
stavros     3288    2471    3288  0   12 683406 28464  2 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
stavros     3288    2471    3291  0   12 683406 28464  3 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
stavros     3288    2471    3292  0   12 683406 28464  1 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
stavros     3288    2471    3294  0   12 683406 28464  3 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
stavros     3288    2471    3295  0   12 683406 28464  0 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
stavros     3288    2471    3296  0   12 683406 28464  1 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
stavros     3288    2471    3297  0   12 683406 28464  3 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
stavros     3288    2471    3298  0   12 683406 28464  2 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
stavros     3288    2471    3299  0   12 683406 28464  0 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
stavros     3288    2471    3300  0   12 683406 28464  3 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
stavros     3288    2471    3301  0   12 683406 28464  1 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
stavros     3288    2471    3302  0   12 683406 28464  1 20:11 ?        00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
stavros     3315    2471    3315  0    4 42911  6892   1 20:11 ?        00:00:00 /usr/libexec/gvfsd-metadata
stavros     3315    2471    3323  0    4 42911  6892   0 20:11 ?        00:00:00 /usr/libexec/gvfsd-metadata
stavros     3315    2471    3324  0    4 42911  6892   0 20:11 ?        00:00:00 /usr/libexec/gvfsd-metadata
stavros     3315    2471    3325  0    4 42911  6892   3 20:11 ?        00:00:00 /usr/libexec/gvfsd-metadata
stavros     3316    2668    3316  0    5 152697 9228   2 20:11 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.22 /org/gtk/gvfs/exec_spaw/0
stavros     3316    2668    3317  0    5 152697 9228   2 20:11 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.22 /org/gtk/gvfs/exec_spaw/0
stavros     3316    2668    3318  0    5 152697 9228   0 20:11 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.22 /org/gtk/gvfs/exec_spaw/0
stavros     3316    2668    3319  0    5 152697 9228   2 20:11 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.22 /org/gtk/gvfs/exec_spaw/0
stavros     3316    2668    3322  0    5 152697 9228   3 20:11 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.22 /org/gtk/gvfs/exec_spaw/0
stavros     3345    2471    3345  0    8 184074 27968  1 20:11 ?        00:00:00 /usr/libexec/localsearch-3
stavros     3345    2471    3346  0    8 184074 27968  2 20:11 ?        00:00:00 /usr/libexec/localsearch-3
stavros     3345    2471    3347  0    8 184074 27968  2 20:11 ?        00:00:00 /usr/libexec/localsearch-3
stavros     3345    2471    3348  0    8 184074 27968  3 20:11 ?        00:00:00 /usr/libexec/localsearch-3
stavros     3345    2471    3349  0    8 184074 27968  0 20:11 ?        00:00:00 /usr/libexec/localsearch-3
stavros     3345    2471    3350  0    8 184074 27968  3 20:11 ?        00:00:00 /usr/libexec/localsearch-3
stavros     3345    2471    3377  0    8 184074 27968  1 20:11 ?        00:00:00 /usr/libexec/localsearch-3
stavros     3345    2471    3378  0    8 184074 27968  3 20:11 ?        00:00:00 /usr/libexec/localsearch-3
stavros     3351    2471    3351  0    5 119535 84544  2 20:11 ?        00:00:00 /usr/libexec/gsd-xsettings
stavros     3351    2471    3388  0    5 119535 84544  0 20:11 ?        00:00:00 /usr/libexec/gsd-xsettings
stavros     3351    2471    3389  0    5 119535 84544  0 20:11 ?        00:00:00 /usr/libexec/gsd-xsettings
stavros     3351    2471    3390  0    5 119535 84544  2 20:11 ?        00:00:00 /usr/libexec/gsd-xsettings
stavros     3351    2471    3391  0    5 119535 84544  3 20:11 ?        00:00:00 /usr/libexec/gsd-xsettings
root        3381       2    3381  0    1     0     0   1 20:11 ?        00:00:00 [kworker/u519:1]
root        3382       2    3382  0    1     0     0   3 20:11 ?        00:00:00 [kworker/u519:2]
stavros     3407    2471    3407  0    4 44855 13280   3 20:11 ?        00:00:00 /usr/libexec/ibus-x11
stavros     3407    2471    3424  0    4 44855 13280   0 20:11 ?        00:00:00 /usr/libexec/ibus-x11
stavros     3407    2471    3425  0    4 44855 13280   3 20:11 ?        00:00:00 /usr/libexec/ibus-x11
stavros     3407    2471    3426  0    4 44855 13280   3 20:11 ?        00:00:00 /usr/libexec/ibus-x11
stavros     3415    2726    3415  0   15 354173 112904 1 20:11 ?        00:00:00 /usr/libexec/mutter-x11-frames
stavros     3415    2726    3428  0   15 354173 112904 3 20:11 ?        00:00:00 /usr/libexec/mutter-x11-frames
stavros     3415    2726    3433  0   15 354173 112904 1 20:11 ?        00:00:00 /usr/libexec/mutter-x11-frames
stavros     3415    2726    3434  0   15 354173 112904 0 20:11 ?        00:00:00 /usr/libexec/mutter-x11-frames
stavros     3415    2726    3435  0   15 354173 112904 1 20:11 ?        00:00:00 /usr/libexec/mutter-x11-frames
stavros     3415    2726    3436  0   15 354173 112904 0 20:11 ?        00:00:00 /usr/libexec/mutter-x11-frames
stavros     3415    2726    3437  0   15 354173 112904 0 20:11 ?        00:00:00 /usr/libexec/mutter-x11-frames
stavros     3415    2726    3438  0   15 354173 112904 0 20:11 ?        00:00:00 /usr/libexec/mutter-x11-frames
stavros     3415    2726    3439  0   15 354173 112904 0 20:11 ?        00:00:00 /usr/libexec/mutter-x11-frames
stavros     3415    2726    3440  0   15 354173 112904 0 20:11 ?        00:00:00 /usr/libexec/mutter-x11-frames
stavros     3415    2726    3441  0   15 354173 112904 1 20:11 ?        00:00:00 /usr/libexec/mutter-x11-frames
stavros     3415    2726    3444  0   15 354173 112904 2 20:11 ?        00:00:00 /usr/libexec/mutter-x11-frames
stavros     3415    2726    3445  0   15 354173 112904 3 20:11 ?        00:00:00 /usr/libexec/mutter-x11-frames
stavros     3415    2726    3447  0   15 354173 112904 2 20:11 ?        00:00:00 /usr/libexec/mutter-x11-frames
stavros     3415    2726    3493  0   15 354173 112904 3 20:11 ?        00:00:00 /usr/libexec/mutter-x11-frames
stavros     3443    2471    3443  0    6 176526 18460  3 20:11 ?        00:00:00 /usr/libexec/xdg-desktop-portal
stavros     3443    2471    3446  0    6 176526 18460  1 20:11 ?        00:00:00 /usr/libexec/xdg-desktop-portal
stavros     3443    2471    3448  0    6 176526 18460  2 20:11 ?        00:00:00 /usr/libexec/xdg-desktop-portal
stavros     3443    2471    3449  0    6 176526 18460  3 20:11 ?        00:00:00 /usr/libexec/xdg-desktop-portal
stavros     3443    2471    3483  0    6 176526 18460  3 20:11 ?        00:00:00 /usr/libexec/xdg-desktop-portal
stavros     3443    2471    3492  0    6 176526 18460  0 20:11 ?        00:00:00 /usr/libexec/xdg-desktop-portal
stavros     3453    2471    3453  0    6 151228 41004  3 20:11 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
stavros     3453    2471    3454  0    6 151228 41004  1 20:11 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
stavros     3453    2471    3455  0    6 151228 41004  0 20:11 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
stavros     3453    2471    3456  0    6 151228 41004  0 20:11 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
stavros     3453    2471    3457  0    6 151228 41004  0 20:11 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
stavros     3453    2471    3458  0    6 151228 41004  2 20:11 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
stavros     3484    2471    3484  0    5 104604 26668  3 20:11 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
stavros     3484    2471    3485  0    5 104604 26668  0 20:11 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
stavros     3484    2471    3486  0    5 104604 26668  3 20:11 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
stavros     3484    2471    3488  0    5 104604 26668  2 20:11 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
stavros     3484    2471    3489  0    5 104604 26668  2 20:11 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
root        3539       1    3539  0    1  2704  7500   1 20:12 ?        00:00:00 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
root        3541    3539    3541  0    1  4544 11864   0 20:12 ?        00:00:00 sshd-session: stavros [priv]
stavros     3601    3541    3601  0    1  4620  8000   1 20:12 ?        00:00:01 sshd-session: stavros@notty
stavros     3602    3601    3602  0    1  2713  4488   3 20:12 ?        00:00:00 -bash
stavros     3614    3602    3614  0    1   722  1936   2 20:12 ?        00:00:00 sh
stavros     3632    3614    3632  0    5  9918 18592   1 20:12 ?        00:00:00 /home/stavros/.vscode-server/code-7d842fb85a0275a4a8e4d7e040d2625abbf7f084 command-shell --cli-data-dir /home/stavros/.vscode-server/cli --parent-process-id 3614 --on-host=127.0.0.1 --on-port
stavros     3632    3614    3639  0    5  9918 18592   3 20:12 ?        00:00:00 /home/stavros/.vscode-server/code-7d842fb85a0275a4a8e4d7e040d2625abbf7f084 command-shell --cli-data-dir /home/stavros/.vscode-server/cli --parent-process-id 3614 --on-host=127.0.0.1 --on-port
stavros     3632    3614    3640  0    5  9918 18592   2 20:12 ?        00:00:00 /home/stavros/.vscode-server/code-7d842fb85a0275a4a8e4d7e040d2625abbf7f084 command-shell --cli-data-dir /home/stavros/.vscode-server/cli --parent-process-id 3614 --on-host=127.0.0.1 --on-port
stavros     3632    3614    3641  0    5  9918 18592   0 20:12 ?        00:00:00 /home/stavros/.vscode-server/code-7d842fb85a0275a4a8e4d7e040d2625abbf7f084 command-shell --cli-data-dir /home/stavros/.vscode-server/cli --parent-process-id 3614 --on-host=127.0.0.1 --on-port
stavros     3632    3614    3642  0    5  9918 18592   3 20:12 ?        00:00:00 /home/stavros/.vscode-server/code-7d842fb85a0275a4a8e4d7e040d2625abbf7f084 command-shell --cli-data-dir /home/stavros/.vscode-server/cli --parent-process-id 3614 --on-host=127.0.0.1 --on-port
stavros     3681    3632    3681  0    1   722  1808   0 20:12 ?        00:00:00 sh /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/bin/code-server --connection-token=remotessh --accept-server-license-terms --start-server --enable-remote-auto-shutdown --socket-path=/tmp/code-95fe4b9b-9c98-4c81-a39e-8ff831db580a
stavros     3685    3681    3685  0   11 2955100 94664 3 20:12 ?        00:00:03 /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/node /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/out/server-main.js --connection-token=remotessh --accept-server-license-terms --start-server --enable-remote-auto-shutdown --socket-path=/tmp/code-95fe4b9b-9c98-4c81-a39e-8ff831db580a
stavros     3685    3681    3686  0   11 2955100 94664 2 20:12 ?        00:00:00 /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/node /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/out/server-main.js --connection-token=remotessh --accept-server-license-terms --start-server --enable-remote-auto-shutdown --socket-path=/tmp/code-95fe4b9b-9c98-4c81-a39e-8ff831db580a
stavros     3685    3681    3687  0   11 2955100 94664 2 20:12 ?        00:00:00 /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/node /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/out/server-main.js --connection-token=remotessh --accept-server-license-terms --start-server --enable-remote-auto-shutdown --socket-path=/tmp/code-95fe4b9b-9c98-4c81-a39e-8ff831db580a
stavros     3685    3681    3688  0   11 2955100 94664 3 20:12 ?        00:00:00 /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/node /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/out/server-main.js --connection-token=remotessh --accept-server-license-terms --start-server --enable-remote-auto-shutdown --socket-path=/tmp/code-95fe4b9b-9c98-4c81-a39e-8ff831db580a
stavros     3685    3681    3689  0   11 2955100 94664 2 20:12 ?        00:00:00 /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/node /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/out/server-main.js --connection-token=remotessh --accept-server-license-terms --start-server --enable-remote-auto-shutdown --socket-path=/tmp/code-95fe4b9b-9c98-4c81-a39e-8ff831db580a
stavros     3685    3681    3690  0   11 2955100 94664 2 20:12 ?        00:00:00 /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/node /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/out/server-main.js --connection-token=remotessh --accept-server-license-terms --start-server --enable-remote-auto-shutdown --socket-path=/tmp/code-95fe4b9b-9c98-4c81-a39e-8ff831db580a
stavros     3685    3681    3691  0   11 2955100 94664 3 20:12 ?        00:00:00 /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/node /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/out/server-main.js --connection-token=remotessh --accept-server-license-terms --start-server --enable-remote-auto-shutdown --socket-path=/tmp/code-95fe4b9b-9c98-4c81-a39e-8ff831db580a
stavros     3685    3681    3692  0   11 2955100 94664 0 20:12 ?        00:00:00 /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/node /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/out/server-main.js --connection-token=remotessh --accept-server-license-terms --start-server --enable-remote-auto-shutdown --socket-path=/tmp/code-95fe4b9b-9c98-4c81-a39e-8ff831db580a
stavros     3685    3681    3693  0   11 2955100 94664 1 20:12 ?        00:00:00 /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/node /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/out/server-main.js --connection-token=remotessh --accept-server-license-terms --start-server --enable-remote-auto-shutdown --socket-path=/tmp/code-95fe4b9b-9c98-4c81-a39e-8ff831db580a
stavros     3685    3681    3694  0   11 2955100 94664 0 20:12 ?        00:00:00 /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/node /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/out/server-main.js --connection-token=remotessh --accept-server-license-terms --start-server --enable-remote-auto-shutdown --socket-path=/tmp/code-95fe4b9b-9c98-4c81-a39e-8ff831db580a
stavros     3685    3681    3695  0   11 2955100 94664 0 20:12 ?        00:00:00 /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/node /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/out/server-main.js --connection-token=remotessh --accept-server-license-terms --start-server --enable-remote-auto-shutdown --socket-path=/tmp/code-95fe4b9b-9c98-4c81-a39e-8ff831db580a
stavros     3717    3685    3717  0   13 8357995 137236 3 20:12 ?       00:00:03 /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/node --dns-result-order=ipv4first /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/out/bootstrap-fork --type=extensionHost --transformURIs --useHostProxy=false
stavros     3717    3685    3718  0   13 8357995 137236 3 20:12 ?       00:00:00 /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/node --dns-result-order=ipv4first /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/out/bootstrap-fork --type=extensionHost --transformURIs --useHostProxy=false
stavros     3717    3685    3719  0   13 8357995 137236 0 20:12 ?       00:00:00 /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/node --dns-result-order=ipv4first /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/out/bootstrap-fork --type=extensionHost --transformURIs --useHostProxy=false
stavros     3717    3685    3720  0   13 8357995 137236 1 20:12 ?       00:00:00 /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/node --dns-result-order=ipv4first /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/out/bootstrap-fork --type=extensionHost --transformURIs --useHostProxy=false
stavros     3717    3685    3721  0   13 8357995 137236 3 20:12 ?       00:00:00 /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/node --dns-result-order=ipv4first /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/out/bootstrap-fork --type=extensionHost --transformURIs --useHostProxy=false
stavros     3717    3685    3722  0   13 8357995 137236 3 20:12 ?       00:00:00 /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/node --dns-result-order=ipv4first /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/out/bootstrap-fork --type=extensionHost --transformURIs --useHostProxy=false
stavros     3717    3685    3723  0   13 8357995 137236 2 20:12 ?       00:00:00 /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/node --dns-result-order=ipv4first /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/out/bootstrap-fork --type=extensionHost --transformURIs --useHostProxy=false
stavros     3717    3685    3724  0   13 8357995 137236 2 20:12 ?       00:00:00 /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/node --dns-result-order=ipv4first /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/out/bootstrap-fork --type=extensionHost --transformURIs --useHostProxy=false
stavros     3717    3685    3725  0   13 8357995 137236 2 20:12 ?       00:00:00 /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/node --dns-result-order=ipv4first /home/stavros/.vscode-server/cli/servers/Stable-7d842fb85a0275a4a8e4d7e040d2625abbf7f084/server/out/bootstrap-fork --type=extensionHost --transformURIs --useHostProxy=false
